Número Processo -  Formatado;URL Portal Transparência;Data Criação Processo;Objeto Processo;URL Documentos Processo;Código Órgão/Entidade Pedido;Nome Órgão/Entidade Pedido;Situação Processo;Procedimento Contratação - Detalhamento 1;Número Contrato;Contrato_TermoAditivo Arquivos;Código Órgão/Entidade Contratante;Nome Órgão/Entidade Contratante;Data Publicação Contrato;Data Início Vigência Contrato;Data Limite Vigência Contrato;Data Término Vigência Contrato;CNPJ/CPF Fornecedor - Formatado;Nome Empresarial/Nome Fornecedor;Processo SEI;URL Processo SEI;Código Item Material/Serviço - Numérico;Item Material/Serviço;Código Unidade Orçamentária;Nome Unidade Orçamentária;Descrição Linha Fornecimento;Cidade Entrega Item;Quantidade Homologada;Valor Unitário Referência Item Processo;Valor Unitário Homologado Item Processo;Valor Total Referência Item Processo;Valor Total Homologado
1501561 000010/2020;NA;26/03/2020;Aquisição de Mascaras N95 para atendimento a demanda de Pandemia do COIVD-19, no Estado de Minas Gerais.;NA;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Concluído;Dispensa de Licitação;9245631;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162436;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;28/03/2020;28/03/2020;;27/09/2020;68.176.544/0001-42;KSN - PROTECAO RESPIRATORIA EIRELI;NA;NA;1647385;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;65.000,00;9,98;9,98;648.700,00;648.700,00
1501561 000011/2020;NA;27/03/2020;Aquisição de TNT, para confecção de máscaras, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Concluído;Dispensa de Licitação;0;;;;;;;;84.951.649/0001-88;J M S INDUSTRIA E COMERCIO - EIRELI;NA;NA;1752731;"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;";1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO;MINAS GERAIS;125.000,00;2,02;2,02;252.500,00;252.500,00
1501561 000012/2020;NA;29/03/2020;aquisição de TNT (Tecido não tecido/texturizado), branco, para fabricação de máscaras cirúrgicas descartáveis.;NA;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;84.951.649/0001-88;J M S INDUSTRIA E COMERCIO - EIRELI;NA;NA;1752731;"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;";1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO;MINAS GERAIS;40.000,00;2,02;2,02;80.800,00;80.800,00
1501561 000013/2020;NA;30/03/2020;Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;0;;;;;;;;84.951.649/0001-88;J M S INDUSTRIA E COMERCIO - EIRELI;NA;NA;1752731;"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;";4291;FUNDO ESTADUAL DE SAUDE;TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO;Belo Horizonte                          ;141.667,00;2,02;2,02;286.167,34;286.167,34
1501561 000014/2020;NA;30/03/2020;Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;84.951.649/0001-88;J M S INDUSTRIA E COMERCIO - EIRELI;NA;NA;1752731;"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO;Belo Horizonte                          ;100.000,00;2,02;2,02;202.000,00;202.000,00
1501561 000014/2020;NA;30/03/2020;Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;84.951.649/0001-88;J M S INDUSTRIA E COMERCIO - EIRELI;NA;NA;1752731;"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO;Vespasiano                              ;25.000,00;2,02;2,02;50.500,00;50.500,00
1501561 000015/2020;NA;02/04/2020;Aquisição de monitores respiratórios, para atendimento a demanda da Pandemia do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245710;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162549;1320;SECRETARIA DE ESTADO DA SAUDE;04/04/2020;04/04/2020;;03/10/2020;11.405.384/0001-49;ALFA MED SISTEMAS MEDICOS LTDA;NA;NA;1734423;"MONITOR MULTIPARAMETROS - IDENTIFICACAO: MONITORACAO DE SINAIS VITAIS; PARAMETROS: ECG/ SPO2/ PNI/ TEMP/ PI / ETCO2 / CONECTIVIDADE; APLICACAO: MONITORACAO DE PACIENTE ADULTO E PEDIATRICO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;8;21.960,00;21.960,00;175.680,00;175.680,00
1501561 000016/2020;NA;03/04/2020;Aquisição de Máscaras N95, para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245712;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162531;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;04/04/2020;04/04/2020;;03/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";4291;FUNDO ESTADUAL DE SAUDE;VESTUARIO PARA USO ODONTOLOGICO, HOSPITALAR E ITENS CORRELATOS;Belo Horizonte                          ;750.000,00;15,01;15,01;11.257.500,00;11.257.500,00
1501561 000017/2020;NA;03/04/2020;Aquisição de monitores respiratórios, para atendimento da pandemia do COVID-19.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245714;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162552;1320;SECRETARIA DE ESTADO DA SAUDE;08/04/2020;08/04/2020;;07/10/2020;01.212.789/0001-07;R&D MEDIQ EQUIPAMENTOS E SERVICOS ESPECIALIZADOS LTDA;NA;NA;1734423;"MONITOR MULTIPARAMETROS - IDENTIFICACAO: MONITORACAO DE SINAIS VITAIS; PARAMETROS: ECG/ SPO2/ PNI/ TEMP/ PI / ETCO2 / CONECTIVIDADE; APLICACAO: MONITORACAO DE PACIENTE ADULTO E PEDIATRICO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;24;19.683,13;19.683,13;472.395,00;472.395,00
1501561 000018/2020;NA;07/04/2020;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;0;;;;;;;;52.202.744/0001-92;Nacional Comercial Hospitalar S.A;NA;NA;1672584;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;7.000,00;32,9;32,9;230.300,00;230.300,00
1501561 000018/2020;NA;07/04/2020;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;0;;;;;;;;52.202.744/0001-92;Nacional Comercial Hospitalar S.A;NA;NA;1672592;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;25.000,00;32,9;32,9;822.500,00;822.500,00
1501561 000019/2020;NA;08/04/2020;Aquisição de CARDIOVERSOR COM MARCAPASSO para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate ao COVID-19.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245760;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162606;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;90.909.631/0001-10;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;NA;NA;1649256;"CARDIOVERSOR - COMPONENTES (1): COM MARCAPASSO; COMPONENTES (2): MODO DEA;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;60;23.610,00;23.610,00;1.416.600,00;1.416.600,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;635.000,00;3,8245;3,8245;2.428.557,50;2.428.557,50
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;50.000,00;15,01;15,01;750.500,00;750.500,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;238392;"TOUCA DESCARTAVEL - MATERIA-PRIMA: NAO TECIDO, 100% POLIPROPILENO; TIPO: DESCARTAVEL; GRAMATURA: 20 A 30 G; MODELO: SANFONADA, COM ELASTICO; COR: CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO: PACOTE 100 UN;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;1.000.000,00;0,2245;0,2245;224.500,00;224.500,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;765007;"AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL, MANGA LONGA COM ELASTICO NO PUNHO; MATERIA-PRIMA: POLIPROPILENO; GRAMATURA/COMPOSICAO: 40 G/M QUADRADO; COMPRIMENTO: 110CM COMPRIMENTO APROXIMADAMENTE;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;50.000,00;15,87;15,87;793.500,00;793.500,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672584;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;10.000,00;31,75;31,75;317.500,00;317.500,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672592;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;10.000,00;31,75;31,75;317.500,00;317.500,00
1501561 000020/2020;NA;09/04/2020;Aquisição de equipamentos medico Hospitalares, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;10/04/2020;10/04/2020;;09/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672606;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;10.000,00;31,75;31,75;317.500,00;317.500,00
1501561 000021/2020;NA;09/04/2020;Aquisição de Cardioversores para atendimento a pandemia do COVID-19, no Estado deinas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245766;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162597;1320;SECRETARIA DE ESTADO DA SAUDE;14/04/2020;14/04/2020;;13/10/2020;03.620.716/0001-80;CMOS DRAKE DO NORDESTE S.A;NA;NA;1649256;"CARDIOVERSOR - COMPONENTES (1): COM MARCAPASSO; COMPONENTES (2): MODO DEA;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;100;21.274,00;21.274,00;2.127.400,00;2.127.400,00
1501561 000022/2020;NA;13/04/2020;Aquisição de Aparelhos respiratórios para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245781;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162614;1320;SECRETARIA DE ESTADO DA SAUDE;16/04/2020;16/04/2020;;15/10/2020;10.444.624/0001-51;SISNAC PRODUTOS PARA SAUDE LTDA;NA;NA;1734423;"MONITOR MULTIPARAMETROS - IDENTIFICACAO: MONITORACAO DE SINAIS VITAIS; PARAMETROS: ECG/ SPO2/ PNI/ TEMP/ PI / ETCO2 / CONECTIVIDADE; APLICACAO: MONITORACAO DE PACIENTE ADULTO E PEDIATRICO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;160;20.406,25;20.406,25;3.265.000,00;3.265.000,00
1501561 000023/2020;NA;14/04/2020;Aquisição de Máscaras N95 para atendimento a pandemia do COVID-19, no Estado de Minas Gerais.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;423.553,00;14,9;14,9;6.310.939,70;6.310.939,70
1501561 000024/2020;NA;15/04/2020;Aquisição de Luvas, para atendimento a demanda de Pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;0;;;;;;;;52.202.744/0001-92;Nacional Comercial Hospitalar S.A;NA;NA;1672584;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;4.500,00;34,7;34,7;156.150,00;156.150,00
1501561 000024/2020;NA;15/04/2020;Aquisição de Luvas, para atendimento a demanda de Pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;0;;;;;;;;52.202.744/0001-92;Nacional Comercial Hospitalar S.A;NA;NA;1672592;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;10.000,00;34,7;34,7;347.000,00;347.000,00
1501561 000024/2020;NA;15/04/2020;Aquisição de Luvas, para atendimento a demanda de Pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;0;;;;;;;;52.202.744/0001-92;Nacional Comercial Hospitalar S.A;NA;NA;1672606;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;2.000,00;34,7;34,7;69.400,00;69.400,00
1501561 000025/2020;NA;17/04/2020;Aquisição emergencial de Equipamentos para Proteção Individual, visando equipar e proteger os profissionais envolvidos no atendimento  e combate à pandemia do COVID-19 no do Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9246004;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162676;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;23/04/2020;23/04/2020;;22/10/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;500.000,00;14,7;14,7;7.350.000,00;7.350.000,00
1501561 000026/2020;NA;17/04/2020;Aquisição de máscaras descartáveis, para atendimento a demanda de pandemia do COVID-19, no Estado e Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9246005;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162677;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;23/04/2020;23/04/2020;;22/10/2020;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;3.000.000,00;2,74;2,74;8.220.000,00;8.220.000,00
